,Intercept,Reward,Common,Reward*Common
5,9.033062005275085,-6.259172892185267,-6.654242615458895,7.887686687601563
6,16.738292390695385,14.002157053859648,14.522883991273726,14.42580598405325
8,1.8735603883959928,0.7135719705430357,-0.023559596489887875,0.7135719705430356
9,1.3869445565449046,0.24973744853122998,-0.16981309806028197,-0.39072947419980153
11,0.5228189998317098,-0.026487144502345003,-0.07916740233125838,0.4701387420027964
12,0.2836757772031159,-0.2017136813759965,-0.3968124993646846,0.21641033072431246
17,8.615451778571828,6.837777747827119,7.073187892403266,7.492738438994778
19,2.382402533421884,0.04458820860355676,0.2932895103204816,1.32277101548863
25,0.8908055294800798,0.5929751688135674,-0.13157246236589337,0.005915248225439925
26,5.973040923102944,-3.105831201043898,-3.3612440129268943,3.8613301208543223
28,1.3700799987346783,0.15989593440946379,0.26882918151614676,0.2626179215168681
30,1.7120234337310172,0.1656611639603672,0.26838315106777144,0.4566219366852274
31,2.396388109228331,0.7737915426355442,0.45047796017301805,0.36832643452737984
35,0.7933251044737734,0.4897409403815204,-0.2240277194454496,0.22615991883867814
37,10.696673143266864,9.755987329307994,9.726275619072593,10.800492825655986
39,1.4844084808401765,-0.10229824455554448,0.06780180881206879,0.09053299585044788
40,0.4966830358938921,0.15798362409798883,0.2939504818398098,0.07303410570029029
43,0.24588573972083066,0.13431396406372567,-0.15957936838733366,0.3574575153779358
44,1.442347375920802,0.44018692031493795,0.1228187111131728,0.2192705441754189
45,13.173136726579486,11.670604926088048,11.557076200770375,12.305836198885434
46,0.9516656224425796,0.19962692405444266,0.08805514839733768,0.8400938467854744
47,1.3791367257649547,1.3646429573283283,0.4973424296342753,0.12617371725891705
49,1.0409198139057925,0.8690340443543793,0.3912783218406609,0.13238117529961912
50,1.3272878309653642,0.0880918465819602,0.3778357776256728,0.025942988243172024
52,1.8930205052516484,0.3568843299134851,-0.12850512866562838,0.5866504946027051
53,1.0806508035507703,0.1799863434286676,0.3771939793894572,1.1347575958708862
57,11.849015470974912,-8.271707792518077,-8.685047079110312,9.489766035327365
58,1.3584082202415144,0.11595489534751502,-0.1838556659270459,0.7709155865151726
59,1.3897407805644564,0.31970769881632133,-0.17955671623924213,0.8904763655088931
60,1.1882250745031064,0.6090593128182403,0.07000242925835634,0.07862333247560943
63,0.8586208398239056,0.5120472495439328,-0.06165397687483783,0.15138822078061198
64,16.383738650736557,13.65607809305771,-0.18587315779838207,0.34456282254424825
67,0.9213254081915133,0.3132537382184176,0.574751817911541,0.7933587211229132
69,1.8334517551746725,-0.2613756158385401,-0.010987971882296029,0.19676975009853742
72,1.9707378771917041,0.362551529866663,-0.057323797509246335,-0.007282068230754827
73,0.8986421936606739,0.8342257577391893,0.03981644512350738,1.1540550055436691
75,1.8940106055556718,1.0804418607889215,-0.17300091746446697,0.011959167879909692
77,0.14089404728788005,0.5709946798994356,0.4474462837310844,0.18439973578269492
78,2.1899903941111267,0.2663370487568993,-0.3219498663120114,-0.3997765211679083
79,8.914837926252087,-6.452117702235577,-6.865746256987455,7.770321862957417
80,0.3419661044089213,0.31338689748894644,-0.09178417944344092,-0.5258284944715793
81,-0.09182833553594681,-0.10100290487004517,-0.3136367725722177,-0.0043576107877812175
84,0.6799711646873033,0.08585894100840491,-0.4245583528043083,0.30308526349911324
87,1.5893423726290785,0.30338335924026394,-0.039705896381662165,0.4660945594575771
89,1.1355923211872652,0.10686100370673489,-0.15954126153564793,0.42116533341792195
96,1.5159928094736823,0.3851112602367868,0.4966830358938919,0.9344174045708418
97,18.66582681950502,-1.0061621508418759,-0.9974662794859391,16.405839149542594
98,2.076988136317754,-0.4879612211437811,0.21293805268414673,0.9060852332440902
