trial,common,reward_1_1,reward_1_2,reward_2_1,reward_2_2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow,Subject,Condition
0,1,0.74704119,0.587056894,0.444923092,0.485666086,2,1,1.575897476,2,2,2,1,1.504144629,2,0,0,1,story
1,1,0.742489301,0.607044786,0.414280349,0.485486566,1,2,1.2869252,2,2,1,2,1.500000753,1,0,0,1,story
2,1,0.738472129,0.605755701,0.416242299,0.512770096,1,2,0.960473314,1,1,2,1,1.427416781,2,1,0,1,story
3,1,0.714190214,0.593633275,0.46752378,0.542872436,1,2,0.725171928,1,1,2,1,0.68906678,2,0,0,1,story
4,1,0.711526683,0.530242602,0.450061787,0.529215609,2,1,0.821100648,1,1,1,2,1.229860797,1,1,0,1,story
5,0,0.713491921,0.522343174,0.476497488,0.523090007,1,2,1.012046501,1,2,1,2,NaN,NaN,0,1,1,story
6,1,0.707045033,0.529013072,0.456000303,0.554086656,2,1,0.931223295,1,1,1,2,0.73198969,1,1,0,1,story
7,1,0.664337617,0.495531618,0.428616614,0.561298225,1,2,0.900930903,1,1,1,2,0.696339883,1,1,0,1,story
8,1,0.648849444,0.476302273,0.447478392,0.565248136,2,1,0.933177254,1,1,1,2,0.70790603,1,1,0,1,story
9,1,0.694334566,0.502194983,0.463013073,0.507014176,2,1,1.128105458,1,1,1,2,0.634754916,1,0,0,1,story
10,1,0.694256404,0.474758009,0.46653832,0.500043779,2,1,0.769987021,1,1,2,1,0.766702598,2,0,0,1,story
11,1,0.724012954,0.498102773,0.484971967,0.519847336,1,2,0.986150216,2,2,1,2,1.01574046,2,1,0,1,story
12,1,0.736465639,0.477634923,0.523785949,0.523212091,1,2,0.843883075,2,2,1,2,0.814670423,2,1,0,1,story
13,0,0.71652698,0.485200628,0.552439039,0.541474707,2,1,1.420373609,2,1,2,1,1.435968516,2,1,0,1,story
14,1,0.706228455,0.476157933,0.570235187,0.532577528,2,1,0.828479525,1,1,1,2,0.893929317,2,1,0,1,story
15,1,0.673515417,0.473774902,0.564923131,0.517095236,1,2,0.682749863,1,1,1,2,0.584046907,2,0,0,1,story
16,1,0.666026093,0.453635529,0.606053402,0.506582175,2,1,0.693223312,2,2,2,1,0.611928492,2,1,0,1,story
17,1,0.626841421,0.443962938,0.612558635,0.478589657,1,2,1.26510589,2,2,2,1,0.739022014,2,0,0,1,story
18,1,0.651820453,0.450847219,0.572289176,0.47314315,2,1,0.946053373,2,2,2,1,0.840787297,1,0,0,1,story
19,1,0.701609201,0.486568868,0.579156983,0.507491587,2,1,1.195642708,2,2,2,1,0.640902172,2,0,0,1,story
20,1,0.720921976,0.464079818,0.557264192,0.509501214,1,2,1.106268068,1,1,2,1,0.913996874,1,0,0,1,story
21,0,0.697155317,0.436121001,0.599231564,0.496599609,2,1,0.706149456,1,2,2,1,1.384444449,2,1,0,1,story
22,0,0.686151036,0.382162656,0.635113721,0.488189154,1,2,0.706348348,2,1,2,1,1.12449407,2,0,0,1,story
23,1,0.719986686,0.386010037,0.670736099,0.488032006,2,1,1.029175887,2,2,2,1,0.781832219,2,0,0,1,story
24,1,0.746908002,0.394400992,0.592313431,0.519404455,2,1,0.719496889,1,1,1,2,1.364752074,1,1,0,1,story
25,0,0.740794769,0.415282742,0.610701422,0.56157703,2,1,0.785895333,1,2,2,1,1.249204208,1,1,0,1,story
26,1,0.741238891,0.447736145,0.63686381,0.598346078,2,1,0.623177317,2,2,2,1,0.589614666,1,0,0,1,story
27,1,0.743788156,0.483517472,0.640622666,0.618732515,2,1,0.559256579,1,1,2,1,1.011047221,1,1,0,1,story
28,1,0.711278215,0.465828199,0.605691437,0.602336334,1,2,0.662384571,1,1,2,1,0.636136308,1,1,0,1,story
29,1,0.71691548,0.446557346,0.609367583,0.598588512,1,2,0.971867993,1,1,2,1,0.681212371,1,0,0,1,story
30,1,0.703670547,0.496343277,0.613787424,0.615621739,1,2,0.637203392,1,1,2,1,0.658039393,2,0,0,1,story
31,0,0.728784617,0.440652906,0.602888724,0.590455791,1,2,0.798295017,2,1,1,2,1.842724682,1,1,0,1,story
32,1,0.692805711,0.42553726,0.651739297,0.595000048,1,2,0.845614335,1,1,1,2,0.83747515,1,1,0,1,story
33,0,0.65556888,0.428368576,0.62986627,0.62664986,2,1,0.896740619,1,2,2,1,1.228126523,2,1,0,1,story
34,1,0.669971538,0.412686819,0.665137455,0.647997383,2,1,0.748880105,2,2,1,2,0.803743742,2,0,0,1,story
35,0,0.667586037,0.41185654,0.662958203,0.65229987,1,2,1.104990642,1,2,1,2,1.141566802,1,1,0,1,story
36,1,0.667110842,0.402574657,0.683431474,0.622479051,2,1,0.724292888,2,2,1,2,0.566945245,1,1,0,1,story
37,1,0.703927051,0.385577805,0.686725811,0.657216101,2,1,0.607516715,2,2,1,2,0.603124526,1,1,0,1,story
38,0,0.678672974,0.364255778,0.694133093,0.618620304,1,2,0.96918597,2,1,1,2,0.713994523,1,1,0,1,story
39,1,0.718450912,0.383621262,0.68879526,0.627807734,1,2,0.733932198,1,1,1,2,0.542342358,1,1,0,1,story
40,1,0.715547921,0.387914503,0.72783393,0.651266595,2,1,0.737295274,1,1,2,1,1.208882558,1,1,0,1,story
41,1,0.707880829,0.380084725,0.736637686,0.655516568,1,2,0.627162079,1,1,1,2,1.047085169,1,0,0,1,story
42,1,0.698254186,0.37211693,0.745742474,0.684331817,1,2,0.769537707,2,2,1,2,0.577251445,1,1,0,1,story
43,1,0.722670113,0.375442293,0.731003382,0.69945839,2,1,1.245807381,2,2,2,1,0.762268822,1,1,0,1,story
44,1,0.749979718,0.401228407,0.721554125,0.681765074,2,1,0.607343438,2,2,1,2,0.732582447,1,1,0,1,story
45,1,0.727580254,0.406050382,0.749604959,0.682554071,2,1,0.588800717,2,2,2,1,0.763054746,1,0,0,1,story
46,1,0.748995106,0.441096559,0.715724428,0.630036914,2,1,0.595937911,2,2,1,2,0.866980714,2,1,0,1,story
47,0,0.722586588,0.466179603,0.692485891,0.62622602,2,1,0.681534213,2,1,1,2,1.21981165,2,1,0,1,story
48,1,0.662377943,0.448885694,0.656689582,0.602492597,1,2,0.74650998,1,1,2,1,0.630235858,2,1,0,1,story
49,1,0.63152187,0.427061819,0.660929125,0.655003794,1,2,0.60080533,1,1,2,1,0.673966389,2,1,0,1,story
50,1,0.569212363,0.438193391,0.640128268,0.610075681,1,2,1.282193991,1,1,1,2,0.875366104,2,1,0,1,story
51,0,0.589469194,0.40565855,0.607175595,0.606737273,1,2,0.727062302,1,2,1,2,1.15570528,1,1,0,1,story
52,1,0.580149916,0.40469383,0.564699547,0.590548415,1,2,0.649735067,2,2,2,1,0.69055485,1,0,0,1,story
53,1,0.542252898,0.419569691,0.591863736,0.566575671,2,1,0.969419818,1,1,2,1,0.66693075,2,1,0,1,story
54,0,0.551409438,0.435926797,0.606198146,0.552476225,1,2,0.772493959,1,2,1,2,1.044145491,1,1,0,1,story
55,1,0.541141784,0.411761856,0.590767777,0.544215724,1,2,0.749871248,2,2,1,2,0.562900815,1,0,0,1,story
56,1,0.52802435,0.43201477,0.596966044,0.532357006,2,1,0.80750671,1,1,2,1,0.783769303,2,1,0,1,story
57,1,0.542144603,0.440024458,0.562666222,0.497476462,1,2,0.632869363,1,1,2,1,0.662086234,2,1,0,1,story
58,0,0.586480233,0.480490661,0.590785574,0.498671248,2,1,0.781824384,1,2,2,1,1.136121391,2,0,0,1,story
59,1,0.609325536,0.440212075,0.559070524,0.505386522,1,2,0.644164597,1,1,2,1,0.512177136,2,0,0,1,story
60,0,0.567173124,0.461817246,0.562765054,0.513152697,2,1,0.700347247,1,2,1,2,1.007071801,2,1,0,1,story
61,1,0.563946968,0.446115778,0.571795614,0.517848945,1,2,0.771624561,2,2,1,2,0.614899811,2,1,0,1,story
62,0,0.521544873,0.426691958,0.581317982,0.480717687,1,2,0.782363501,2,1,2,1,1.199844443,1,1,0,1,story
63,0,0.475828929,0.437733275,0.578837521,0.447060149,2,1,0.744172703,1,2,1,2,0.852376046,2,0,0,1,story
64,0,0.489519,0.444107946,0.593651953,0.45166132,1,2,0.88870992,1,2,1,2,1.006184021,1,1,0,1,story
65,0,0.476451686,0.436769817,0.556539126,0.416558835,2,1,0.68033996,2,1,2,1,1.200920567,1,1,0,1,story
66,1,0.515843262,0.459554431,0.595324702,0.436587801,2,1,0.724696698,1,1,1,2,0.811865751,1,0,0,1,story
67,0,0.527447475,0.393468618,0.593555263,0.387466351,1,2,0.798156396,2,1,1,2,1.207252551,2,0,0,1,story
68,1,0.587562053,0.450265678,0.583467448,0.45814588,2,1,0.725242444,2,2,1,2,1.157880431,1,1,0,1,story
69,0,0.555291956,0.432041933,0.591702253,0.42985775,2,1,0.635513115,2,1,1,2,1.376112098,2,0,0,1,story
70,1,0.558495959,0.428210282,0.576755069,0.434605258,2,1,0.625641162,2,2,2,1,0.877938133,1,0,0,1,story
71,1,0.571592177,0.44430478,0.579382771,0.411562333,2,1,0.624605419,2,2,2,1,0.64189211,2,0,0,1,story
72,1,0.567054933,0.460545356,0.516609629,0.413123425,2,1,0.576381445,1,1,2,1,1.417266079,1,0,0,1,story
73,0,0.598020657,0.469074757,0.554261745,0.398196093,1,2,0.698889612,2,1,1,2,1.746020888,2,0,0,1,story
74,1,0.601477893,0.470304556,0.533383305,0.396595142,1,2,1.145693199,2,2,2,1,0.83817127,1,0,0,1,story
75,1,0.618702071,0.523192063,0.497704493,0.432702508,2,1,0.742979655,1,1,2,1,1.011073138,1,1,0,1,story
76,1,0.675787382,0.531002539,0.514522795,0.494072596,1,2,0.95059443,1,1,1,2,0.825686605,1,0,0,1,story
77,1,0.655889977,0.52087832,0.524251567,0.478673665,1,2,0.650615313,2,2,1,2,1.0501261,2,1,0,1,story
78,1,0.604901197,0.560921291,0.535783504,0.491858082,1,2,0.7058692,2,2,1,2,1.184168472,2,1,0,1,story
79,0,0.550568491,0.519915409,0.540551512,0.499266324,2,1,0.69711345,2,1,2,1,1.090160864,2,0,0,1,story
80,1,0.56714206,0.555141783,0.55498591,0.541597266,1,2,0.971447608,2,2,1,2,0.634201334,2,1,0,1,story
81,1,0.579984867,0.596479416,0.61252237,0.489780743,1,2,1.096657386,2,2,1,2,0.573006617,2,0,0,1,story
82,1,0.571568156,0.558146484,0.586842526,0.493676904,1,2,0.868601078,1,1,2,1,0.898670169,1,1,0,1,story
83,0,0.602137758,0.553273341,0.601235841,0.499644831,2,1,0.590098032,1,2,1,2,1.296359892,1,1,0,1,story
84,1,0.65276674,0.578125866,0.564522368,0.510103349,1,2,1.078922586,2,2,1,2,1.005859165,1,1,0,1,story
85,1,0.637545971,0.56511233,0.575093197,0.526106471,2,1,0.872485189,2,2,1,2,1.025922804,1,1,0,1,story
86,1,0.670598919,0.596137051,0.570084074,0.571018617,2,1,0.712368133,2,2,2,1,1.228652079,1,1,0,1,story
87,1,0.696111853,0.64764988,0.543526265,0.602691534,1,2,0.837004138,2,2,1,2,0.761849643,1,1,0,1,story
88,0,0.657136777,0.66250778,0.503010177,0.596283996,2,1,0.647036169,2,1,2,1,1.189799514,1,1,0,1,story
89,0,0.642812404,0.668893553,0.464156233,0.582780984,1,2,0.626511764,1,2,1,2,1.164332051,1,1,0,1,story
90,1,0.669229024,0.674823894,0.44733857,0.59812253,2,1,0.585852601,2,2,1,2,0.552186587,1,0,0,1,story
91,1,0.647153022,0.677781048,0.428600593,0.544788207,2,1,0.624267002,1,1,2,1,0.886547727,1,1,0,1,story
92,1,0.607155971,0.712603604,0.413293722,0.571977365,2,1,0.776111374,1,1,2,1,0.698465009,1,1,0,1,story
93,0,0.643822912,0.731434868,0.413536375,0.57829718,2,1,0.582339152,1,2,2,1,1.576673755,2,0,0,1,story
94,1,0.672080308,0.731221342,0.420667647,0.571678593,2,1,0.893049674,1,1,1,2,0.985109651,1,0,0,1,story
95,1,0.694675538,0.727227682,0.417995597,0.543729597,2,1,0.654626896,1,1,2,1,1.186953557,2,1,0,1,story
96,1,0.674231296,0.711170979,0.450470163,0.61300601,1,2,0.863871678,1,1,1,2,0.547971291,2,1,0,1,story
97,1,0.690613742,0.742218541,0.435051037,0.593668933,2,1,0.493059136,1,1,2,1,0.609106944,2,1,0,1,story
98,1,0.696557704,0.69813563,0.405030957,0.611114313,2,1,0.688818165,1,1,2,1,0.83996702,2,1,0,1,story
99,1,0.69936995,0.703883118,0.355725394,0.575620971,2,1,0.687337327,1,1,1,2,0.834945008,2,0,0,1,story
100,0,0.723147034,0.717497292,0.33001234,0.608849083,2,1,0.915683233,2,1,2,1,0.875001469,2,1,0,1,story
101,1,0.686387987,0.708347275,0.358741089,0.616263568,1,2,0.716125677,1,1,2,1,0.532906158,2,1,0,1,story
102,1,0.677117746,0.722229201,0.343978608,0.637677664,2,1,0.658928981,1,1,1,2,0.548236178,2,0,0,1,story
103,0,0.631425652,0.744585384,0.346097429,0.608389387,2,1,0.658780415,1,2,1,2,1.116472411,2,1,0,1,story
104,1,0.618572831,0.735108891,0.390005808,0.579296033,2,1,0.710037184,2,2,1,2,0.925889686,2,1,0,1,story
105,1,0.618627139,0.74275329,0.385317974,0.572001435,2,1,0.772229674,2,2,2,1,0.582927991,2,0,0,1,story
106,1,0.604013684,0.742060856,0.379576226,0.590415923,2,1,0.519891417,1,1,1,2,0.751817673,1,1,0,1,story
107,0,0.653732479,0.74557016,0.365225136,0.585948011,2,1,0.525470929,1,2,1,2,1.236999799,1,0,0,1,story
108,1,0.600436187,0.705715964,0.380102782,0.580423848,2,1,0.804163222,1,1,2,1,0.948028427,1,0,0,1,story
109,1,0.611687472,0.667502162,0.3795157,0.544253889,2,1,0.525116841,1,1,2,1,0.613265284,2,1,0,1,story
110,1,0.625171596,0.662062972,0.363658178,0.539242767,1,2,0.839631315,1,1,1,2,0.987166973,2,1,0,1,story
111,1,0.648417525,0.684323196,0.364702916,0.555360378,2,1,0.732306711,1,1,2,1,0.506926098,2,1,0,1,story
112,1,0.65814174,0.724652415,0.377561035,0.561634417,1,2,0.739888096,1,1,1,2,0.610073979,2,0,0,1,story
113,0,0.658516838,0.726203193,0.377979703,0.544535821,2,1,0.626564802,1,2,2,1,0.861740223,2,0,0,1,story
114,1,0.657218156,0.698316094,0.354359827,0.551915282,2,1,0.656526913,1,1,1,2,0.618214671,1,1,0,1,story
115,0,0.685149089,0.700745977,0.377846702,0.572960873,1,2,0.768441091,1,2,2,1,1.356491444,1,0,0,1,story
116,0,0.704690681,0.676602111,0.423710086,0.615356093,1,2,1.167871719,1,2,1,2,1.094875498,1,1,0,1,story
117,1,0.726642646,0.690746608,0.432197405,0.584468174,1,2,0.839167536,2,2,2,1,0.67522694,1,0,0,1,story
118,0,0.725907666,0.657272639,0.441697063,0.584626043,2,1,0.691494764,1,2,2,1,1.077299812,2,1,0,1,story
119,1,0.741732842,0.682381149,0.467644211,0.608943738,1,2,0.97366766,2,2,2,1,0.593954118,2,0,0,1,story
120,1,0.717395776,0.690279013,0.469119504,0.622441748,2,1,0.524544275,1,1,2,1,0.613285776,1,0,0,1,story
121,1,0.724719723,0.68512793,0.466619615,0.606043063,2,1,0.564835789,1,1,1,2,0.600287007,2,1,0,1,story
122,0,0.749569138,0.661206757,0.471957714,0.64052432,2,1,0.6141166,1,2,1,2,1.456864486,1,1,0,1,story
123,1,0.734934915,0.655921708,0.448811806,0.672106653,2,1,0.684303628,2,2,1,2,0.552474678,1,0,0,1,story
124,1,0.720654663,0.702878162,0.407938226,0.660273493,1,2,1.131932916,1,1,2,1,0.499759371,2,1,0,1,story
125,0,0.728616532,0.693851329,0.39906898,0.665275793,2,1,0.501765464,1,2,2,1,1.203808713,2,1,0,1,story
126,0,0.698844391,0.682781062,0.396934888,0.645960401,1,2,0.673423355,2,1,2,1,1.14987625,2,1,0,1,story
127,0,0.707694826,0.670253072,0.377748497,0.673218388,2,1,0.822704136,1,2,2,1,0.921242855,2,1,0,1,story
128,1,0.746966264,0.631497967,0.387401085,0.686211216,2,1,0.691909121,2,2,2,1,0.549087193,2,1,0,1,story
129,1,0.748082207,0.585611017,0.39507657,0.680741536,1,2,1.155268924,1,1,1,2,0.716686491,2,1,0,1,story
130,1,0.746982808,0.619458931,0.385272534,0.68772382,2,1,0.972135592,1,1,1,2,1.476019553,2,1,0,1,story
131,1,0.688224463,0.642159142,0.414627826,0.687588699,1,2,0.725306331,1,1,2,1,0.840161693,2,0,0,1,story
132,0,0.695634798,0.647390075,0.401961554,0.684477686,1,2,0.588140759,2,1,2,1,1.148087733,1,1,0,1,story
133,1,0.740149986,0.65983617,0.427061947,0.685038633,2,1,0.578754583,1,1,1,2,0.743879489,1,1,0,1,story
134,1,0.736446428,0.638134767,0.444769232,0.716648893,1,2,0.717906057,1,1,1,2,1.190052649,1,1,0,1,story
135,0,0.742370815,0.636726131,0.459626981,0.746078028,1,2,1.156327268,1,2,2,1,1.079994793,2,1,0,1,story
136,0,0.746486768,0.600931875,0.473524595,0.732906404,1,2,0.615714061,2,1,2,1,0.950921998,1,1,0,1,story
137,1,0.74224491,0.554126824,0.483722991,0.706703065,2,1,1.031389008,1,1,2,1,1.033642811,1,1,0,1,story
138,1,0.710013359,0.571527644,0.411427962,0.701586593,2,1,0.743929814,1,1,2,1,0.70048406,1,1,0,1,story
139,1,0.716484286,0.57788017,0.447636295,0.701464068,2,1,0.758539605,1,1,2,1,0.617094851,1,1,0,1,story
140,1,0.727373277,0.655017802,0.478586226,0.713951182,1,2,0.973934657,1,1,1,2,0.734714806,1,1,0,1,story
141,1,0.701333592,0.607868367,0.456099469,0.726181672,2,1,0.973840334,1,1,1,2,1.092538522,1,1,0,1,story
142,1,0.728446754,0.619193617,0.452572069,0.7274329,1,2,0.926472197,1,1,2,1,0.638472983,1,1,0,1,story
143,1,0.726510978,0.631551966,0.454464397,0.736644246,1,2,0.669983736,1,1,2,1,0.565186562,1,1,0,1,story
144,0,0.73031987,0.683583753,0.471534238,0.718793819,2,1,0.844247107,1,2,1,2,0.980731927,2,1,0,1,story
145,0,0.724054543,0.680685891,0.449377926,0.678205022,1,2,0.696718379,2,1,1,2,0.69895832,1,1,0,1,story
146,1,0.739482175,0.693647404,0.485323988,0.721566057,2,1,0.727900058,2,2,1,2,1.168614548,2,0,0,1,story
147,1,0.738380695,0.681176926,0.432880923,0.723801807,2,1,0.576705096,1,1,1,2,0.596829608,1,1,0,1,story
148,1,0.748386817,0.68514406,0.462341728,0.72991018,2,1,0.705312605,1,1,1,2,0.660046691,1,1,0,1,story
149,0,0.738326062,0.670651843,0.420334867,0.723718928,1,2,0.730975946,1,2,2,1,1.177801531,1,1,0,1,story
0,0,0.413382451,0.566164804,0.380839346,0.42975083,2,1,0.663765462,1,2,2,1,0.846271628,2,0,0,2,story
1,1,0.433515165,0.558316598,0.393522311,0.423762558,2,1,0.689081338,1,1,2,1,0.790553678,1,1,0,2,story
2,1,0.417931898,0.578489797,0.384281581,0.477255681,1,2,0.78013779,1,1,1,2,0.963735146,1,1,0,2,story
3,0,0.404892885,0.556348232,0.403054925,0.4216266,1,2,0.595064115,1,2,1,2,0.948125176,2,1,0,2,story
4,1,0.376306883,0.559130479,0.383973036,0.454027149,1,2,0.856274364,1,1,1,2,0.916442663,1,0,0,2,story
5,1,0.39448723,0.571878053,0.375238777,0.479183708,2,1,0.819026504,1,1,1,2,0.624950277,1,1,0,2,story
6,1,0.410669404,0.6045597,0.385241885,0.501048405,2,1,0.785921615,1,1,1,2,0.708761955,1,0,0,2,story
7,1,0.408623926,0.599640452,0.406598911,0.517648497,1,2,0.598238243,1,1,2,1,0.819511076,2,0,0,2,story
8,0,0.367313455,0.593521117,0.391207342,0.48314656,2,1,0.524119212,1,2,2,1,0.645764274,2,1,0,2,story
9,0,0.365715893,0.566327397,0.387224394,0.485041984,1,2,0.803138388,2,1,2,1,1.014057411,1,0,0,2,story
10,1,0.347717067,0.584198754,0.413823584,0.528446462,1,2,0.637663061,2,2,1,2,0.760604835,2,0,0,2,story
11,1,0.296378815,0.585711247,0.446145952,0.526475156,2,1,0.809109352,2,2,1,2,0.892676935,2,1,0,2,story
12,1,0.322148161,0.563235209,0.440672217,0.510551148,2,1,0.782237602,2,2,2,1,0.621295194,2,0,0,2,story
13,0,0.326242606,0.577992721,0.462905023,0.453520152,2,1,0.705625797,2,1,2,1,0.994562728,1,0,0,2,story
14,1,0.338075662,0.571520236,0.48217114,0.463506246,2,1,0.523294415,2,2,2,1,0.745901027,2,0,0,2,story
15,1,0.300562969,0.585595266,0.499664484,0.450785206,2,1,0.635498157,2,2,1,2,0.731936733,2,1,0,2,story
16,1,0.343367749,0.5684819,0.515051052,0.454608934,2,1,0.620808813,2,2,2,1,0.679994106,2,0,0,2,story
17,1,0.303135274,0.564921647,0.509194895,0.461682941,2,1,0.590761128,2,2,2,1,0.755006642,2,0,0,2,story
18,1,0.299189009,0.531749018,0.539712453,0.467916657,2,1,0.491257211,2,2,2,1,0.789471527,2,0,0,2,story
19,0,0.321804313,0.574258107,0.519526696,0.499735432,1,2,0.805284608,2,1,2,1,0.769209002,1,0,0,2,story
20,1,0.341216074,0.602979694,0.536902468,0.488939634,1,2,0.64383141,2,2,1,2,0.86863517,2,1,0,2,story
21,1,0.344626942,0.611092346,0.532640495,0.476053164,2,1,0.999899349,2,2,1,2,1.094491248,2,0,0,2,story
22,1,0.320988304,0.605374104,0.542315072,0.502695126,2,1,0.808613328,2,2,1,2,0.713126117,2,0,0,2,story
23,0,0.29396633,0.603189539,0.569662468,0.525647843,1,2,0.879917743,2,1,1,2,0.997712748,1,0,0,2,story
24,1,0.337800925,0.613825418,0.534642388,0.486963648,2,1,0.885544264,2,2,2,1,0.811878765,2,0,0,2,story
25,1,0.373917899,0.620846709,0.520061878,0.453764112,2,1,0.574075335,1,1,2,1,0.621613119,2,0,0,2,story
26,1,0.34870013,0.628714046,0.52330128,0.477318347,2,1,0.684385389,1,1,1,2,0.825862345,2,0,0,2,story
27,1,0.357777649,0.593394106,0.536692601,0.409534881,2,1,0.580501038,1,1,2,1,0.951506031,2,1,0,2,story
28,1,0.379137254,0.587711495,0.528478348,0.42463332,2,1,0.648388738,1,1,1,2,0.776364577,2,1,0,2,story
29,0,0.390271419,0.570123082,0.518433104,0.434573799,2,1,0.494818876,1,2,2,1,1.372288747,1,0,0,2,story
30,1,0.39929364,0.590684962,0.53664079,0.405097262,1,2,0.61012171,1,1,1,2,0.749406942,2,1,0,2,story
31,1,0.37011493,0.602289192,0.519105335,0.376408849,2,1,0.624126685,1,1,2,1,0.63750003,2,0,0,2,story
32,0,0.359062503,0.592410865,0.530056209,0.388444339,2,1,0.52838875,1,2,2,1,0.863928674,1,1,0,2,story
33,1,0.329929629,0.61538878,0.555701918,0.395023944,1,2,0.736292759,2,2,1,2,1.114914392,1,1,0,2,story
34,0,0.343715694,0.651133252,0.548195934,0.417344247,2,1,0.920901449,2,1,2,1,1.259760752,2,1,0,2,story
35,1,0.308513997,0.688157037,0.5627015,0.389261705,1,2,0.736371411,2,2,2,1,1.073055263,1,1,0,2,story
36,0,0.310850611,0.667282618,0.620250896,0.352535782,1,2,0.752021461,2,1,1,2,0.904985607,2,1,0,2,story
37,1,0.315783483,0.70000353,0.613539033,0.375215276,1,2,0.583832772,2,2,2,1,0.580017671,1,1,0,2,story
38,0,0.341045321,0.698314924,0.616351927,0.32120703,2,1,1.022749874,2,1,1,2,0.744591959,2,1,0,2,story
39,1,0.377826698,0.70847346,0.595221951,0.317760707,1,2,0.755858862,2,2,2,1,0.932971753,1,1,0,2,story
40,0,0.388300393,0.741249368,0.538413781,0.280596175,1,2,0.644725518,2,1,2,1,1.158851938,2,0,0,2,story
41,1,0.349657104,0.732635815,0.494720027,0.264990172,2,1,0.787727008,1,1,2,1,0.653768452,1,0,0,2,story
42,0,0.326370539,0.716136653,0.473616464,0.294100678,1,2,0.692881974,2,1,1,2,1.936358031,2,0,0,2,story
43,0,0.330062168,0.736230992,0.472820194,0.271265996,1,2,0.736958141,2,1,2,1,1.225594203,2,1,0,2,story
44,1,0.365018804,0.74699771,0.496852545,0.254782405,1,2,0.578353914,2,2,1,2,0.89999554,1,1,0,2,story
45,0,0.368518693,0.698318318,0.527115029,0.276769227,2,1,1.19852989,2,1,1,2,1.096736612,2,1,0,2,story
46,1,0.388524115,0.681518444,0.525248025,0.2936409,1,2,0.995437851,2,2,2,1,1.062062288,1,1,0,2,story
47,0,0.431806566,0.664462456,0.538283756,0.268844115,1,2,0.784360919,2,1,1,2,0.674849445,2,0,0,2,story
48,1,0.402134447,0.639726724,0.574869465,0.267301832,1,2,0.751532369,2,2,2,1,0.836899619,1,1,0,2,story
49,1,0.407380861,0.685331286,0.568281162,0.267509424,2,1,0.919168983,2,2,2,1,0.935725195,1,1,0,2,story
50,1,0.359709671,0.648822701,0.585778175,0.263145576,2,1,0.668264629,2,2,2,1,0.626351257,1,0,0,2,story
51,0,0.319733227,0.664016319,0.557009171,0.26579708,2,1,0.623306409,2,1,2,1,1.129826133,2,0,0,2,story
52,1,0.340523826,0.639125684,0.593131072,0.256892015,2,1,0.60869391,2,2,2,1,0.592574657,1,1,0,2,story
53,0,0.321615956,0.644671304,0.633223777,0.274022349,2,1,0.5666383,2,1,2,1,0.772119448,2,1,0,2,story
54,1,0.364095461,0.62585063,0.632219292,0.250214346,1,2,0.709818792,2,2,1,2,0.703951191,1,0,0,2,story
55,1,0.326672592,0.605433982,0.679466278,0.275404897,1,2,0.687547764,2,2,1,2,0.632280635,1,1,0,2,story
56,0,0.30924748,0.578527992,0.640696967,0.254861131,2,1,0.53818717,2,1,2,1,0.656332344,2,1,0,2,story
57,1,0.265372945,0.539742559,0.621927325,0.251147367,2,1,0.570636019,2,2,1,2,0.772174897,1,1,0,2,story
58,0,0.27663931,0.511960853,0.615517556,0.282290593,1,2,0.819092199,2,1,1,2,0.616854489,2,1,0,2,story
59,0,0.270770271,0.529221582,0.666533426,0.289100243,2,1,0.811498762,2,1,1,2,0.855115068,2,0,0,2,story
60,1,0.326254096,0.518815646,0.671641498,0.294230665,1,2,0.78683742,2,2,2,1,0.771797003,1,0,0,2,story
61,1,0.341281929,0.499363053,0.686859396,0.331545907,2,1,0.707875079,2,2,1,2,0.686282392,1,1,0,2,story
62,0,0.362063873,0.492782026,0.724488376,0.312545836,1,2,0.770762466,2,1,1,2,0.690860815,2,1,0,2,story
63,1,0.347260685,0.503363653,0.690551202,0.273259857,2,1,0.586759792,2,2,1,2,0.656908225,1,1,0,2,story
64,1,0.374987384,0.479502715,0.702182474,0.257068542,2,1,0.646105403,2,2,1,2,0.644426276,1,0,0,2,story
65,1,0.366245329,0.44327493,0.695346749,0.271453109,1,2,0.718683929,2,2,1,2,0.530809802,1,1,0,2,story
66,1,0.377303919,0.462962446,0.683775448,0.275424499,2,1,0.587250994,2,2,2,1,0.625109993,2,1,0,2,story
67,1,0.389138339,0.457193173,0.649293366,0.303094272,1,2,0.800472639,2,2,2,1,0.586720014,2,1,0,2,story
68,1,0.401123134,0.481740703,0.701437036,0.270155204,1,2,0.675888804,2,2,2,1,0.922034829,2,0,0,2,story
69,0,0.39185392,0.464236728,0.669745721,0.277512983,2,1,0.66849456,2,1,2,1,0.981082705,2,1,0,2,story
70,1,0.392276108,0.459470722,0.64221642,0.275105664,1,2,0.744111305,2,2,2,1,0.88282849,2,0,0,2,story
71,1,0.360440712,0.511563878,0.638722836,0.251243948,1,2,0.716476836,2,2,1,2,1.097111191,2,0,0,2,story
72,1,0.388992406,0.502157425,0.634287869,0.251842667,2,1,0.608677335,1,1,1,2,0.837913664,2,0,0,2,story
73,0,0.389454074,0.491272694,0.655568642,0.271777886,1,2,0.798214014,1,2,2,1,1.242224246,1,1,0,2,story
