trial,common,reward_1_1,reward_1_2,reward_2_1,reward_2_2,isymbol_lft,isymbol_rgt,rt1,choice1,final_state,fsymbol_lft,fsymbol_rgt,rt2,choice2,reward,slow,Subject,Condition
23,0,0.670676652,0.323123584,0.6183043,0.346441045,2,1,0.841909988,1,2,1,2,1.627376003,2,1,0,15,story
24,0,0.677066364,0.291692317,0.626803303,0.340635332,1,2,0.85339237,2,1,2,1,1.13467292,1,0,0,15,story
25,1,0.683491121,0.293410397,0.567710599,0.357252446,1,2,0.837611214,2,2,1,2,0.832109446,2,1,0,15,story
26,0,0.715812047,0.262904929,0.589877126,0.352151173,2,1,0.927465685,2,1,1,2,1.47186646,2,0,0,15,story
27,1,0.738428688,0.280174601,0.581977637,0.330775901,2,1,0.833712935,2,2,2,1,1.081154766,2,0,0,15,story
28,1,0.713677387,0.283213693,0.572712437,0.307137272,1,2,0.909204409,1,1,1,2,1.077098579,1,1,0,15,story
29,0,0.709132848,0.30596035,0.598744374,0.320462784,2,1,0.838866341,1,2,2,1,1.263383305,1,0,0,15,story
30,0,0.692596497,0.289928562,0.612913813,0.30832049,1,2,1.052373321,2,1,2,1,1.576495274,1,0,0,15,story
31,0,0.726038133,0.260517406,0.579935586,0.295073876,2,1,1.09591615,2,1,2,1,1.292203021,2,0,0,15,story
32,0,0.710989674,0.263138626,0.536636972,0.272688563,2,1,0.81828436,2,1,1,2,1.125315967,2,0,0,15,story
33,1,0.741087515,0.25711351,0.516250432,0.259453104,1,2,1.200806536,1,1,2,1,0.927327064,1,1,0,15,story
34,1,0.738969223,0.268707862,0.511974782,0.277686025,1,2,0.963354496,1,1,2,1,0.864223834,1,1,0,15,story
35,1,0.71461644,0.277464856,0.51991269,0.293974525,1,2,0.868627177,1,1,1,2,0.647961299,1,1,0,15,story
36,0,0.749342642,0.329060982,0.477343859,0.284400159,2,1,0.800853909,1,2,1,2,1.647339612,2,0,0,15,story
37,1,0.732667806,0.366373818,0.495083448,0.271180819,2,1,0.839018825,1,1,1,2,0.695455444,1,1,0,15,story
38,1,0.736827232,0.350558867,0.483169357,0.27262825,1,2,0.951034056,1,1,1,2,0.621260986,1,1,0,15,story
39,0,0.74775162,0.333975294,0.437866612,0.30155676,2,1,0.756390452,1,2,2,1,1.214763915,1,0,0,15,story
40,1,0.735860341,0.315514303,0.410928487,0.254968533,2,1,0.948785977,1,1,2,1,0.967750004,1,1,0,15,story
41,1,0.709825637,0.305676726,0.424127441,0.252301744,1,2,0.781282056,1,1,1,2,0.647952259,1,1,0,15,story
42,1,0.73356099,0.289076335,0.421170811,0.269419706,2,1,0.799005119,1,1,2,1,0.75585917,1,1,0,15,story
43,1,0.710278997,0.267846738,0.443361598,0.260795201,1,2,0.817915807,1,1,1,2,1.033413513,1,0,0,15,story
44,1,0.747326544,0.311128432,0.471955999,0.288448484,1,2,1.234850174,2,2,1,2,0.800707151,2,0,0,15,story
45,0,0.7465614,0.298407259,0.525164582,0.319391391,2,1,1.046170008,1,2,1,2,1.127375099,1,1,0,15,story
46,1,0.72297918,0.283413646,0.51460145,0.360670573,2,1,1.707096638,1,1,2,1,0.765133553,2,0,0,15,story
47,0,0.711924719,0.255138876,0.496435848,0.372707283,2,1,0.895425731,2,1,2,1,1.535368679,1,1,0,15,story
48,1,0.64728358,0.271826761,0.50138797,0.351146629,2,1,0.846102987,1,1,2,1,1.018799791,1,0,0,15,story
49,0,0.624113297,0.255361874,0.520227362,0.335594295,1,2,1.056305351,2,1,1,2,1.50666197,1,1,0,15,story
50,1,0.620764888,0.265857414,0.547401114,0.313982794,2,1,1.616658751,1,1,1,2,0.855009722,1,0,0,15,story
51,1,0.610755888,0.275306726,0.548593339,0.353179873,1,2,1.18616057,2,2,2,1,0.59808859,1,0,0,15,story
52,1,0.583742185,0.259306957,0.560791157,0.35053255,1,2,0.889242608,1,1,1,2,0.887396832,2,0,0,15,story
53,0,0.564301037,0.293179117,0.54260049,0.35614848,1,2,1.232875119,2,1,1,2,1.611201885,1,0,0,15,story
54,0,0.590420581,0.27585029,0.514638308,0.319958986,1,2,0.857660406,2,1,2,1,1.16799904,1,0,0,15,story
55,1,0.561486326,0.253824212,0.513691141,0.326577317,1,2,1.214643074,2,2,1,2,1.511047533,1,0,0,15,story
56,0,0.573195397,0.273543593,0.535187057,0.308316118,2,1,0.987486695,2,1,1,2,1.185255913,1,1,0,15,story
57,1,0.633066785,0.256939453,0.5162965,0.288296428,2,1,1.055000199,2,2,2,1,1.149974024,2,0,0,15,story
58,1,0.614412328,0.273655309,0.506691762,0.279294375,1,2,1.429209001,2,2,2,1,1.405885026,1,1,0,15,story
59,1,0.605617692,0.290763006,0.492839068,0.298237601,1,2,1.08662911,2,2,1,2,0.666063462,1,0,0,15,story
60,0,0.588239059,0.281139871,0.497035614,0.285681784,2,1,0.852104998,1,2,2,1,0.991978033,1,1,0,15,story
61,1,0.58437124,0.273994752,0.482298599,0.275176708,1,2,1.349991622,2,2,2,1,0.724043722,1,0,0,15,story
62,0,0.620361757,0.260198468,0.473381747,0.287010508,2,1,0.882697864,1,2,1,2,1.564284225,2,0,0,15,story
63,1,0.671665076,0.257287563,0.45853363,0.281904937,2,1,0.790448254,1,1,1,2,0.673454702,1,1,0,15,story
64,1,0.661396753,0.317634005,0.393183268,0.281358771,1,2,0.802012302,1,1,2,1,0.934968424,1,1,0,15,story
65,0,0.711045023,0.287524813,0.389257805,0.280094875,2,1,0.579701048,1,2,2,1,0.848102151,2,0,0,15,story
66,0,0.685619748,0.320344874,0.351862258,0.267118555,1,2,0.773911911,1,2,2,1,1.189094826,1,0,0,15,story
67,0,0.695304161,0.3454936,0.38011009,0.273923723,2,1,0.645596898,1,2,2,1,1.103382425,2,0,0,15,story
68,0,0.709513973,0.361702259,0.351164,0.257969432,1,2,1.087685949,2,1,1,2,0.838342894,1,0,0,15,story
69,1,0.691308956,0.371833285,0.370445024,0.271680405,1,2,1.038478924,1,1,2,1,0.888350006,1,1,0,15,story
70,1,0.683937616,0.388328369,0.373076389,0.260137359,1,2,1.046971301,1,1,1,2,0.762267101,1,1,0,15,story
71,1,0.69420209,0.390723321,0.343002259,0.25267908,1,2,0.666953653,1,1,1,2,0.706182942,1,1,0,15,story
72,0,0.673789029,0.395749017,0.360700162,0.259789278,2,1,0.758211819,1,2,2,1,0.801098606,2,1,0,15,story
73,1,0.630762888,0.412539416,0.384951451,0.277779907,1,2,0.694989555,2,2,1,2,0.917112164,2,0,0,15,story
74,0,0.603551274,0.434686261,0.40490435,0.259820722,1,2,0.89861493,1,2,2,1,1.118355358,1,1,0,15,story
75,0,0.586105982,0.425691187,0.430784795,0.257447286,2,1,1.11612777,2,1,2,1,1.295805976,1,0,0,15,story
76,0,0.559618025,0.418539486,0.47752609,0.293770679,2,1,1.245328455,1,2,2,1,1.167146518,1,1,0,15,story
77,1,0.552111198,0.407367149,0.51047284,0.305564467,2,1,0.972445657,2,2,2,1,0.765300501,1,0,0,15,story
78,1,0.544020634,0.432968074,0.519420224,0.331788686,2,1,0.82937589,2,2,1,2,0.75520343,2,0,0,15,story
79,1,0.579217703,0.410512534,0.498472119,0.330215212,2,1,0.981043507,1,1,2,1,1.201052439,2,0,0,15,story
80,0,0.614517888,0.433629929,0.521291937,0.331613364,2,1,0.760707006,1,2,2,1,0.966978846,2,0,0,15,story
81,0,0.56375709,0.426748986,0.520516626,0.324255937,1,2,1.239249901,2,1,1,2,1.613104013,2,0,0,15,story
82,1,0.553943484,0.427018962,0.527467177,0.289662958,2,1,0.987634357,1,1,2,1,1.087357476,1,0,0,15,story
83,0,0.561189113,0.433150145,0.558795644,0.332342367,1,2,0.939094826,2,1,1,2,1.261019808,2,0,0,15,story
84,1,0.533320867,0.44540415,0.577854854,0.332277148,1,2,0.650299784,2,2,1,2,0.944797293,1,1,0,15,story
85,1,0.492507159,0.406843451,0.638831753,0.336914961,1,2,0.770528341,2,2,2,1,0.812163617,1,0,0,15,story
86,1,0.516633155,0.411724902,0.627390299,0.315788527,2,1,1.552432687,1,1,1,2,1.005735616,1,0,0,15,story
87,1,0.476411081,0.428607155,0.651399257,0.264118057,2,1,1.140706572,2,2,1,2,0.699769286,1,0,0,15,story
88,0,0.48189121,0.394422811,0.626259821,0.267375615,1,2,1.351232586,2,1,1,2,1.479603651,2,1,0,15,story
89,0,0.487633699,0.449376674,0.615812628,0.262983171,2,1,0.677942121,1,2,2,1,1.731336721,2,0,0,15,story
90,1,0.483858652,0.446602879,0.56068422,0.304838217,1,2,1.414442193,1,1,2,1,0.92727493,2,0,0,15,story
91,0,0.468817772,0.46569254,0.466564727,0.309240167,2,1,1.18696367,1,2,1,2,1.082337569,1,1,0,15,story
92,1,0.457328938,0.455555583,0.455093915,0.312678567,2,1,1.279585751,2,2,2,1,1.217760551,1,0,0,15,story
93,1,0.443574392,0.469656272,0.405938847,0.331673459,1,2,1.044210321,1,1,2,1,1.57411912,1,0,0,15,story
94,1,0.443195913,0.441642692,0.412236279,0.315195149,2,1,0.775900829,1,1,1,2,0.901401223,2,0,0,15,story
95,1,0.467138228,0.447083271,0.373397921,0.252622229,1,2,1.010962552,1,1,2,1,1.190886659,1,0,0,15,story
96,1,0.442520183,0.395535772,0.391762779,0.274045787,1,2,0.750381209,2,2,2,1,NaN,NaN,0,1,15,story
97,1,0.426171249,0.382652934,0.374020762,0.254173108,1,2,1.001826489,2,2,2,1,0.953101325,2,0,0,15,story
98,1,0.38887917,0.36189614,0.376229703,0.272418285,1,2,1.171122244,1,1,2,1,0.813072492,1,0,0,15,story
99,1,0.369810682,0.347389096,0.348729988,0.286017387,2,1,0.751442869,1,1,2,1,0.801143206,2,1,0,15,story
100,1,0.349830713,0.352231867,0.344055962,0.35023957,2,1,0.738702044,1,1,2,1,0.993149987,1,1,0,15,story
101,1,0.415723335,0.352525302,0.329160457,0.305437699,2,1,0.69823812,1,1,1,2,0.661581768,1,1,0,15,story
102,1,0.466711091,0.347271116,0.30870538,0.292549561,2,1,0.726215861,1,1,1,2,0.878445498,1,1,0,15,story
103,0,0.470089016,0.315016555,0.344921337,0.28237876,2,1,0.94432598,1,2,2,1,0.930866131,1,1,0,15,story
104,1,0.482608614,0.307747854,0.356427166,0.292404379,1,2,1.362905423,1,1,2,1,0.747613299,1,0,0,15,story
105,0,0.441522865,0.311864907,0.395922519,0.334708157,2,1,0.93198324,2,1,1,2,1.071398221,1,0,0,15,story
106,0,0.422868417,0.331367832,0.390976756,0.34843539,1,2,0.838198547,2,1,1,2,1.066189668,2,0,0,15,story
107,0,0.383206779,0.3313192,0.390998343,0.333053765,1,2,1.062420067,1,2,1,2,1.696167235,1,0,0,15,story
108,1,0.36494873,0.324699485,0.397578069,0.307462372,2,1,1.000643987,1,1,2,1,0.970418167,1,0,0,15,story
109,0,0.368152699,0.287501841,0.453324956,0.309764166,1,2,1.124846763,2,1,1,2,0.827004558,2,0,0,15,story
110,0,0.380132657,0.29335188,0.452260709,0.298068809,2,1,0.827107017,2,1,1,2,1.263151868,1,1,0,15,story
111,0,0.308664304,0.253913816,0.468760699,0.32778866,1,2,0.827843519,2,1,1,2,0.815334132,1,0,0,15,story
112,1,0.298831763,0.267354133,0.485675591,0.305929768,2,1,1.072092233,2,2,1,2,0.693178133,1,0,0,15,story
113,0,0.273370836,0.273309443,0.472178491,0.309751168,2,1,0.722225972,1,2,2,1,1.498357335,2,0,0,15,story
114,1,0.253952528,0.2874426,0.484282053,0.320256773,2,1,1.054104885,1,1,2,1,1.433312199,2,0,0,15,story
115,1,0.25544275,0.2685349,0.491502525,0.308181377,1,2,0.844453391,2,2,2,1,1.104920522,2,0,0,15,story
116,0,0.251785893,0.273920532,0.497861243,0.301154594,1,2,1.665109686,1,2,1,2,1.152923648,1,1,0,15,story
117,1,0.260156981,0.309379668,0.478437926,0.341105009,1,2,0.604247303,2,2,2,1,0.738371462,1,1,0,15,story
118,0,0.27850525,0.318305979,0.529975165,0.310525367,1,2,1.10040809,2,1,2,1,1.446127758,1,0,0,15,story
119,1,0.262507166,0.314373713,0.558470641,0.326781902,2,1,0.991221039,2,2,1,2,1.877468216,1,1,0,15,story
120,0,0.25777533,0.293283357,0.574821224,0.310655707,2,1,1.229057301,2,1,1,2,1.670234463,1,0,0,15,story
121,1,0.274939326,0.331737351,0.558141215,0.291419536,2,1,0.823886477,2,2,1,2,0.749558822,1,0,0,15,story
122,1,0.277640319,0.327697955,0.577292732,0.288228112,2,1,0.997490046,1,1,1,2,1.722290462,1,0,0,15,story
123,0,0.297720696,0.323691798,0.562473893,0.294655466,1,2,0.821805648,2,1,2,1,0.990287754,2,0,0,15,story
124,1,0.274558708,0.290623787,0.538009667,0.311484519,2,1,1.085418281,1,1,1,2,1.177670905,1,0,0,15,story
125,1,0.277870918,0.260846829,0.58254062,0.254454099,2,1,1.131391206,2,2,1,2,0.686052384,2,0,0,15,story
126,1,0.262803821,0.259275213,0.563256134,0.275356434,2,1,0.776071996,2,2,1,2,1.148796343,2,0,0,15,story
127,0,0.278798223,0.307919781,0.542991241,0.30285273,1,2,0.762374382,2,1,2,1,1.607550413,2,0,0,15,story
128,1,0.322177847,0.309446683,0.573313765,0.333942248,1,2,1.208230321,2,2,1,2,0.701273329,1,0,0,15,story
129,1,0.342612567,0.315647362,0.583476369,0.352476475,1,2,0.877349484,1,1,2,1,1.044360997,1,1,0,15,story
130,1,0.349903096,0.298742469,0.585846908,0.355730075,1,2,0.898888255,1,1,1,2,1.05103713,1,0,0,15,story
131,0,0.336620339,0.328726031,0.574120464,0.324798426,2,1,0.786986332,1,2,1,2,1.33985869,2,0,0,15,story
132,1,0.329284942,0.371378449,0.541092572,0.32656743,2,1,1.007784503,2,2,2,1,0.95663527,1,0,0,15,story
133,1,0.314753249,0.345875872,0.550124994,0.354778003,2,1,1.227140407,2,2,1,2,0.92663938,2,0,0,15,story
134,1,0.337070245,0.3412193,0.556531862,0.314642794,1,2,0.92231017,1,1,2,1,0.928182901,1,1,0,15,story
135,0,0.351788761,0.323426396,0.578731973,0.339557763,1,2,0.891432527,1,2,2,1,1.459747022,1,1,0,15,story
136,0,0.324753028,0.274265879,0.566945114,0.344808933,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,15,story
137,1,0.281879749,0.287634342,0.584994723,0.344445439,1,2,1.044858226,2,2,2,1,0.801040445,1,1,0,15,story
138,1,0.300382453,0.307968645,0.613084176,0.307120974,2,1,0.769380494,2,2,1,2,1.090067828,1,1,0,15,story
139,1,0.287881757,0.317381516,0.577262676,0.28541013,1,2,1.039662933,2,2,1,2,0.745952854,1,1,0,15,story
140,0,0.268034552,0.326175162,0.550441623,0.296421167,2,1,0.916337089,2,1,1,2,0.806833619,1,0,0,15,story
141,1,0.254936623,0.344620659,0.531031804,0.272662157,1,2,1.224737131,2,2,1,2,0.797032776,1,1,0,15,story
142,1,0.275068631,0.373024162,0.525493103,0.294667044,2,1,1.186791599,2,2,1,2,1.139243814,1,0,0,15,story
143,1,0.253077622,0.409113446,0.53435728,0.255227654,1,2,0.939721937,2,2,1,2,1.028411084,1,1,0,15,story
144,1,0.265329085,0.405680441,0.481208315,0.262677984,2,1,1.040239116,2,2,2,1,0.666368731,1,0,0,15,story
145,0,0.290328791,0.375524635,0.505222198,0.281311918,2,1,0.984692869,1,2,1,2,0.702973854,1,1,0,15,story
146,1,0.284401179,0.335709165,0.445501719,0.318247324,2,1,1.050149651,2,2,2,1,0.967629162,1,1,0,15,story
147,1,0.324245942,0.379024624,0.43495992,0.327302542,1,2,0.822947166,2,2,1,2,0.648975949,1,0,0,15,story
148,1,0.3123822,0.418378313,0.447603024,0.301943344,2,1,0.815849141,1,1,2,1,0.887296483,1,0,0,15,story
149,1,0.294725729,0.455645918,0.448541535,0.332809067,1,2,0.759081819,2,2,1,2,0.709243464,1,1,0,15,story
0,1,0.624571492,0.476804314,0.592506659,0.620019413,1,2,1.183744742,1,1,2,1,1.052049227,2,1,0,16,story
1,1,0.623451195,0.442877469,0.593016312,0.604516163,2,1,1.026986825,1,1,1,2,1.118340874,2,1,0,16,story
2,1,0.639361843,0.390796367,0.572848012,0.576160934,2,1,0.86760023,1,1,2,1,0.830290348,2,0,0,16,story
3,1,0.606289524,0.397822653,0.558671552,0.575353267,2,1,0.72569346,2,2,1,2,1.184986305,2,0,0,16,story
4,1,0.605408294,0.415087959,0.572343975,0.580157448,2,1,0.931445816,2,2,1,2,1.232503826,1,0,0,16,story
5,1,0.586230519,0.37834757,0.635765499,0.566732333,1,2,0.891697708,1,1,2,1,1.446161505,1,1,0,16,story
6,1,0.547280643,0.373223615,0.667554787,0.604424803,1,2,0.726487518,1,1,1,2,0.825158955,1,1,0,16,story
7,1,0.572704299,0.387549209,0.689174003,0.592991946,1,2,0.764820183,1,1,1,2,1.520174048,1,0,0,16,story
8,1,0.571609407,0.379385474,0.66257021,0.584660871,1,2,1.001294902,2,2,2,1,1.653876254,1,1,0,16,story
9,1,0.599584667,0.389032439,0.658141004,0.551430662,2,1,0.706948566,2,2,2,1,0.842108705,1,1,0,16,story
10,0,0.624367283,0.41505773,0.622205891,0.544239579,2,1,0.714853889,2,1,1,2,NaN,NaN,0,1,16,story
11,0,0.639919006,0.397904123,0.640906626,0.55610559,1,2,1.112677898,2,1,2,1,1.056161454,2,0,0,16,story
12,1,0.658380218,0.365621786,0.632802129,0.540365732,2,1,1.275693656,2,2,2,1,0.721143974,1,0,0,16,story
13,0,0.698776785,0.349273625,0.601588564,0.511213943,1,2,0.85567399,2,1,2,1,1.235092426,1,1,0,16,story
14,0,0.703298906,0.38724763,0.594738877,0.452619611,2,1,1.138806478,1,2,2,1,1.307012392,2,0,0,16,story
15,1,0.72918757,0.361696226,0.602628908,0.459485965,1,2,0.578704417,1,1,2,1,1.083630741,2,1,0,16,story
16,0,0.71662506,0.381285402,0.610985484,0.394986993,1,2,0.567476104,1,2,2,1,1.177927475,1,0,0,16,story
17,1,0.735464338,0.394608765,0.636385757,0.421398892,1,2,1.00259764,1,1,2,1,0.9960499,2,0,0,16,story
18,0,0.69830853,0.380390534,0.612852218,0.445145976,2,1,0.821715123,1,2,2,1,1.334403027,1,1,0,16,story
19,1,0.698842106,0.379176845,0.605718322,0.444033789,1,2,0.735805873,2,2,1,2,1.188913503,1,1,0,16,story
20,1,0.721158598,0.379205852,0.602976425,0.47349622,2,1,1.256842385,2,2,1,2,1.006313289,1,1,0,16,story
21,0,0.74729857,0.409563901,0.618762985,0.478704088,1,2,0.824596032,2,1,1,2,1.208189677,1,1,0,16,story
22,0,0.743893926,0.388840257,0.619597531,0.511053538,1,2,0.94829612,1,2,2,1,1.409143933,1,0,0,16,story
23,1,0.74553437,0.414864786,0.635005146,0.482255547,1,2,0.612008147,1,1,2,1,1.364122798,2,0,0,16,story
24,0,0.715239592,0.446102863,0.663907009,0.458624541,1,2,0.783261014,2,1,2,1,0.848680854,1,1,0,16,story
25,1,0.701193801,0.460790536,0.660844376,0.482675744,2,1,0.762448254,1,1,2,1,0.71984425,1,0,0,16,story
26,1,0.669892798,0.498111552,0.646327456,0.463298017,2,1,0.576987021,2,2,2,1,0.990942012,2,0,0,16,story
27,1,0.655856398,0.473209338,0.647124581,0.452971174,1,2,0.685844099,2,2,1,2,NaN,NaN,0,1,16,story
28,1,0.669453895,0.445462208,0.639880738,0.44484654,2,1,0.695502075,1,1,2,1,0.779913012,2,0,0,16,story
29,1,0.665375898,0.468863653,0.664879345,0.435270403,1,2,0.984236063,1,1,2,1,0.512788253,1,0,0,16,story
30,1,0.683449425,0.494743996,0.665125076,0.470713777,1,2,0.608169547,2,2,1,2,0.745383388,1,1,0,16,story
31,0,0.680574732,0.462946275,0.675693187,0.504308048,2,1,0.650703939,2,1,1,2,1.261879154,1,1,0,16,story
32,0,0.668446776,0.470151257,0.669086756,0.479208346,2,1,0.725844135,2,1,1,2,1.093987247,2,1,0,16,story
33,0,0.645971566,0.498173299,0.659065335,0.503297357,2,1,1.007588905,1,2,2,1,1.132161402,1,0,0,16,story
34,0,0.681177018,0.488000773,0.695611928,0.552970414,2,1,0.934828774,2,1,1,2,0.871352644,1,1,0,16,story
35,1,0.677476058,0.489729034,0.674123363,0.574108006,1,2,0.673714748,1,1,1,2,1.032877019,1,1,0,16,story
36,0,0.731586274,0.489631436,0.653332078,0.553965502,1,2,1.069013744,1,2,2,1,1.202764467,2,0,0,16,story
37,0,0.722047011,0.493961637,0.635560122,0.536669872,1,2,0.985915489,1,2,2,1,1.049540787,1,0,0,16,story
38,1,0.697443595,0.517376781,0.634288998,0.538389083,2,1,1.025204338,2,2,1,2,1.164810901,1,1,0,16,story
39,1,0.702244141,0.497448612,0.626088878,0.493716642,1,2,0.888166184,2,2,1,2,0.78242326,1,0,0,16,story
40,1,0.721276098,0.488852572,0.639456777,0.518293339,1,2,0.977308622,2,2,1,2,0.717364438,1,1,0,16,story
41,1,0.665952288,0.437224618,0.589507812,0.493927044,1,2,0.945076192,2,2,1,2,0.624539198,1,1,0,16,story
42,1,0.655916731,0.416517419,0.616200921,0.495719055,1,2,0.776994736,2,2,1,2,0.778115156,1,1,0,16,story
43,0,0.670494708,0.412911691,0.604841061,0.542786755,1,2,0.974588936,2,1,1,2,1.238576035,1,1,0,16,story
44,0,0.637280941,0.395357221,0.599800968,0.545385643,1,2,0.58219104,1,2,2,1,1.104986233,1,0,0,16,story
45,1,0.636606615,0.382299316,0.618773896,0.583434687,1,2,0.70764137,1,1,2,1,1.233501296,1,0,0,16,story
46,1,0.640841199,0.380246565,0.593906138,0.620994213,2,1,0.97258134,1,1,1,2,0.5977148,1,1,0,16,story
47,1,0.623446774,0.420699297,0.572350885,0.632384046,2,1,1.433709107,2,2,1,2,1.166782938,2,1,0,16,story
48,1,0.609726846,0.450150222,0.589908464,0.646831285,2,1,1.296348809,1,1,1,2,1.167565544,1,1,0,16,story
49,0,0.618339991,0.418441753,0.555424732,0.607949572,2,1,0.729026394,1,2,2,1,0.992238722,2,1,0,16,story
50,0,0.633170976,0.415661024,0.560183175,0.647608255,1,2,0.86796848,1,2,2,1,0.617744953,2,1,0,16,story
51,0,0.691813256,0.402929038,0.571617451,0.634144497,2,1,0.625903109,1,2,2,1,0.82520476,2,1,0,16,story
52,1,0.724490104,0.405789168,0.622757251,0.599221169,2,1,0.665284473,1,1,2,1,1.092546793,2,1,0,16,story
53,0,0.748207185,0.402215665,0.615820573,0.625025728,2,1,0.636944886,1,2,2,1,0.938842761,2,1,0,16,story
54,1,0.740437437,0.404359744,0.617957565,0.63722755,1,2,0.642824834,1,1,1,2,1.145983136,1,1,0,16,story
55,1,0.742942878,0.389899562,0.604750603,0.651612815,2,1,0.94150067,1,1,2,1,0.774344661,2,0,0,16,story
56,1,0.736250191,0.355158701,0.596703854,0.649596343,2,1,0.567733758,1,1,2,1,1.205044182,2,1,0,16,story
57,1,0.74166309,0.32872379,0.621843656,0.687130048,2,1,0.568180359,1,1,1,2,1.027869782,2,0,0,16,story
58,1,0.742389039,0.297473937,0.594087479,0.690138231,2,1,0.670638263,2,2,1,2,0.920335029,2,1,0,16,story
59,1,0.744513066,0.289618434,0.617876722,0.649811775,2,1,0.664909895,2,2,1,2,0.647009083,2,0,0,16,story
60,0,0.69432128,0.262626374,0.626131792,0.635748565,1,2,0.64389523,2,1,1,2,0.892914561,2,0,0,16,story
61,1,0.705479741,0.28382912,0.635122886,0.61512824,1,2,0.924879693,1,1,1,2,0.778241723,2,0,0,16,story
62,1,0.710324509,0.31045941,0.657674502,0.643117258,1,2,0.806646703,2,2,2,1,1.257976065,1,0,0,16,story
63,1,0.703207824,0.329175894,0.657981761,0.645042793,2,1,0.728161519,2,2,1,2,0.856505114,2,1,0,16,story
64,1,0.707191275,0.366209287,0.665752956,0.640020745,2,1,0.703859122,2,2,2,1,0.967096764,2,0,0,16,story
65,0,0.678589896,0.37993799,0.66197899,0.668560098,2,1,0.652641923,1,2,1,2,1.239405351,2,0,0,16,story
66,1,0.628589846,0.373979662,0.6700252,0.68079342,1,2,0.668630667,1,1,2,1,1.068792553,2,1,0,16,story
67,0,0.623012567,0.389561815,0.633930286,0.689367595,2,1,0.751564084,1,2,2,1,1.123335755,1,0,0,16,story
68,1,0.615569033,0.368627751,0.616255187,0.688838814,1,2,1.112849969,1,1,2,1,0.96986105,1,1,0,16,story
69,1,0.589708498,0.384013327,0.597180753,0.725307477,1,2,1.011299432,2,2,1,2,0.993574006,1,0,0,16,story
70,1,0.606061135,0.383535148,0.561461795,0.740328559,2,1,0.844213938,2,2,1,2,1.005257358,2,1,0,16,story
71,0,0.619178018,0.385457932,0.612407566,0.722840176,2,1,1.029169807,2,1,2,1,0.725091362,1,0,0,16,story
72,1,0.591158464,0.363508859,0.633428515,0.693259089,1,2,0.722594072,2,2,2,1,0.906775169,2,1,0,16,story
73,1,0.561480106,0.351241153,0.64072691,0.678671277,1,2,0.543676058,2,2,1,2,1.220222897,2,1,0,16,story
74,1,0.568954248,0.377393135,0.65591705,0.700055554,1,2,1.168278238,2,2,2,1,0.80353044,2,1,0,16,story
75,1,0.559764884,0.361595671,0.663974647,0.699174866,1,2,0.86055918,2,2,2,1,1.009037496,2,1,0,16,story
76,1,0.547379235,0.353865253,0.695483096,0.701549593,2,1,0.740113374,2,2,2,1,0.879021106,2,1,0,16,story
77,1,0.523100071,0.357912293,0.696292525,0.712502818,1,2,0.818222473,2,2,2,1,0.802200581,2,1,0,16,story
78,1,0.516833013,0.350874692,0.702366794,0.721595821,2,1,0.811901047,2,2,2,1,0.904225444,2,0,0,16,story
79,0,0.517475355,0.323401363,0.660350077,0.739186867,2,1,0.813209209,1,2,1,2,0.923057729,1,0,0,16,story
80,1,0.545653489,0.347691449,0.671234526,0.733305444,1,2,0.67210825,1,1,2,1,1.055594915,1,1,0,16,story
81,1,0.570712209,0.316325206,0.676958161,0.68875464,1,2,0.750345724,1,1,2,1,0.959971336,1,0,0,16,story
82,1,0.543844376,0.345859056,0.676893331,0.667602478,2,1,1.061842811,1,1,1,2,1.132983787,2,0,0,16,story
83,1,0.5878724,0.353580238,0.689201336,0.647206415,1,2,0.733929063,2,2,2,1,1.459676464,1,1,0,16,story
84,1,0.583008619,0.346172862,0.693709119,0.649322829,2,1,0.684830356,2,2,2,1,1.167979901,1,0,0,16,story
85,0,0.582243486,0.352192353,0.725867552,0.676304892,1,2,0.938027909,1,2,1,2,0.986049288,2,1,0,16,story
86,0,0.55308269,0.372802642,0.727717857,0.687643025,2,1,0.938249402,2,1,2,1,1.130843597,2,1,0,16,story
87,1,0.517905673,0.351187042,0.708826129,0.687544479,2,1,1.111116904,1,1,1,2,1.10228975,2,0,0,16,story
88,1,0.545569344,0.326871549,0.713300182,0.663673578,2,1,1.249734736,2,2,2,1,1.41709265,2,0,0,16,story
89,1,0.568845739,0.378726722,0.700130131,0.64567291,1,2,1.082741155,1,1,2,1,0.959699216,1,0,0,16,story
90,1,0.547146473,0.373690751,0.733267751,0.668093506,1,2,1.330359207,2,2,1,2,0.868098965,2,1,0,16,story
91,0,0.573779404,0.341516641,0.729706863,0.68685595,1,2,0.932114512,2,1,2,1,1.381775598,2,0,0,16,story
92,0,0.568557409,0.342371257,0.743116543,0.678764441,1,2,0.64773142,2,1,1,2,1.328685206,1,1,0,16,story
93,1,0.566308374,0.314490459,0.727335154,0.701689411,2,1,0.953333191,1,1,1,2,1.155767077,1,1,0,16,story
94,1,0.563580987,0.312901306,0.723088304,0.700921855,2,1,1.119547179,1,1,1,2,0.787904521,1,0,0,16,story
95,1,0.551324291,0.317802134,0.716509663,0.670569676,2,1,1.495856282,2,2,2,1,1.188227328,2,0,0,16,story
96,0,0.568359585,0.253293166,0.74942429,0.713159839,1,2,0.826148891,2,1,1,2,0.985962801,2,0,0,16,story
